IDPLAYER,PLAYERNAME,FIRSTNAME,LASTNAME,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,BREFID,ESPNID,ESPNNAME,BPID,FANTPROSNAME,LASTCOMMAFIRST,RAZZBALLNAME
coopega03,Garrett Cooper,Garrett,Cooper,15279,Garrett Cooper,643265,Garrett Cooper,2120004,Garrett Cooper,coopega03,33398,Garrett Cooper,103340,Garrett Cooper,"Cooper, Garrett",Garrett Cooper
crochga01,Garrett Crochet,Garrett,Crochet,27463,Garrett Crochet,676979,Garrett Crochet,2836763,Garrett Crochet,crochga01,4297835,Garrett Crochet,117185,Garrett Crochet,"Crochet, Garrett",Garrett Crochet
hampsga01,Garrett Hampson,Garrett,Hampson,19262,Garrett Hampson,641658,Garrett Hampson,2507191,Garrett Hampson,hampsga01,39899,Garrett Hampson,107920,Garrett Hampson,"Hampson, Garrett",Garrett Hampson
hillga02,Garrett Hill,Garrett,Hill,25097,Garrett Hill,682051,Garrett Hill,28838023,Garrett Hill,hillga02,,Garrett Hill,123679,Garrett Hill,"Hill, Garrett",Garrett Hill
mitchga01,Garrett Mitchell,Garrett,Mitchell,27555,Garrett Mitchell,669003,Garrett Mitchell,2837246,Garrett Mitchell,mitchga01,,Garrett Mitchell,129622,Garrett Mitchell,"Mitchell, Garrett",Garrett Mitchell
richaga01,Garrett Richards,Garrett,Richards,9784,Garrett Richards,572070,Garrett Richards,1741652,Garrett Richards,richaga01,30892,Garrett Richards,60655,Garrett Richards,"Richards, Garrett",Garrett Richards
stubbga01,Garrett Stubbs,Garrett,Stubbs,18067,Garrett Stubbs,596117,Garrett Stubbs,2228210,Garrett Stubbs,stubbga01,35760,Garrett Stubbs,106973,Garrett Stubbs,"Stubbs, Garrett",Garrett Stubbs
whitlga01,Garrett Whitlock,Garrett,Whitlock,20191,Garrett Whitlock,676477,Garrett Whitlock,2837680,Garrett Whitlock,whitlga01,39674,Garrett Whitlock,111276,Garrett Whitlock,"Whitlock, Garrett",Garrett Whitlock
sanchga02,Gary Sanchez,Gary,Sanchez,11442,Gary Sanchez,596142,Gary Sanchez,1799263,Gary Sanchez,sanchga02,31095,Gary Sanchez,68087,Gary Sanchez,"Sanchez, Gary",Gary Sanchez
luxga01,Gavin Lux,Gavin,Lux,19955,Gavin Lux,666158,Gavin Lux,2250605,Gavin Lux,luxga01,40423,Gavin Lux,108127,Gavin Lux,"Lux, Gavin",Gavin Lux
sheetga01,Gavin Sheets,Gavin,Sheets,19901,Gavin Sheets,657757,Gavin Sheets,2837507,Gavin Sheets,sheetga01,,Gavin Sheets,110836,Gavin Sheets,"Sheets, Gavin",Gavin Sheets
stonega01,Gavin Stone,Gavin,Stone,sa3014810,Gavin Stone,694813,Gavin Stone,26911736,Gavin Stone,stonega01,,Gavin Stone,148650,Gavin Stone,"Stone, Gavin",Gavin Stone
williga01,Gavin Williams,Gavin,Williams,sa3018106,Gavin Williams,668909,Gavin Williams,2837689,Gavin Williams,williga01,,Gavin Williams,140930,Gavin Williams,"Williams, Gavin",Gavin Williams
cabrege01,Genesis Cabrera,Genesis,Cabrera,17490,Genesis Cabrera,650893,Genesis Cabrera,2507521,Genesis Cabrera,cabrege01,41061,Genesis Cabrera,104481,Genesis Cabrera,"Cabrera, Genesis",Genesis Cabrera
kirbyge01,George Kirby,George,Kirby,25436,George Kirby,669923,George Kirby,3117917,George Kirby,kirbyge01,,George Kirby,125609,George Kirby,"Kirby, George",George Kirby
springe01,George Springer,George,Springer,12856,George Springer,543807,George Springer,1894629,George Springer,springe01,32078,George Springer,65992,George Springer,"Springer, George",George Springer
valerge01,George Valera,George,Valera,sa3006872,George Valera,671655,George Valera,3077721,George Valera,valerge01,,George Valera,139549,George Valera,"Valera, George",George Valera
perdoge01,Geraldo Perdomo,Geraldo,Perdomo,22799,Geraldo Perdomo,672695,Geraldo Perdomo,2829102,Geraldo Perdomo,perdoge01,,Geraldo Perdomo,110536,Geraldo Perdomo,"Perdomo, Geraldo",Geraldo Perdomo
marquge01,German Marquez,German,Marquez,15038,German Marquez,608566,German Marquez,2210237,German Marquez,marquge01,34874,German Marquez,100273,German Marquez,"Marquez, German",German Marquez
colege01,Gerrit Cole,Gerrit,Cole,13125,Gerrit Cole,543037,Gerrit Cole,1893753,Gerrit Cole,colege01,32081,Gerrit Cole,65957,Gerrit Cole,"Cole, Gerrit",Gerrit Cole
stantmi03,Giancarlo Stanton,Giancarlo,Stanton,4949,Giancarlo Stanton,519317,Giancarlo Stanton,1630093,Giancarlo Stanton,stantmi03,30583,Giancarlo Stanton,57556,Giancarlo Stanton,"Stanton, Giancarlo",Giancarlo Stanton
celesgi01,Gilberto Celestino,Gilberto,Celestino,20233,Gilberto Celestino,665482,Gilberto Celestino,2507499,Gilberto Celestino,,,Gilberto Celestino,107616,Gilberto Celestino,"Celestino, Gilberto",Gilberto Celestino
gallegi01,Giovanny Gallegos,Giovanny,Gallegos,14986,Giovanny Gallegos,606149,Giovanny Gallegos,2444667,Giovanny Gallegos,gallegi01,36050,Giovanny Gallegos,100246,Giovanny Gallegos,"Gallegos, Giovanny",Giovanny Gallegos
urshegi01,Giovanny Urshela,Giovanny,Urshela,10681,Gio Urshela,570482,Giovanny Urshela,2043931,Gio Urshela,urshegi01,32721,Giovanny Urshela,60956,Gio Urshela,"Urshela, Giovanny",Gio Urshela
ottogl01,Glenn Otto,Glenn,Otto,21366,Glenn Otto,657248,Glenn Otto,2837316,Glenn Otto,ottogl01,,Glenn Otto,110485,Glenn Otto,"Otto, Glenn",Glenn Otto
torregl01,Gleyber Torres,Gleyber,Torres,16997,Gleyber Torres,650402,Gleyber Torres,2167471,Gleyber Torres,torregl01,33804,Gleyber Torres,104180,Gleyber Torres,"Torres, Gleyber",Gleyber Torres
gracego01,Gordon Graceffo,Gordon,Graceffo,sa3016849,Gordon Graceffo,700669,Gordon Graceffo,28862895,Gordon Graceffo,gracego01,,Gordon Graceffo,,Gordon Graceffo,"Graceffo, Gordon",Gordon Graceffo
ashcrgr01,Graham Ashcraft,Graham,Ashcraft,27552,Graham Ashcraft,668933,Graham Ashcraft,26635137,Graham Ashcraft,ashcrgr01,,Graham Ashcraft,112439,Graham Ashcraft,"Ashcraft, Graham",Graham Ashcraft
holmegr01,Grant Holmes,Grant,Holmes,sa828669,Grant Holmes,656550,Grant Holmes,2135253,Grant Holmes,holmegr01,33840,Grant Holmes,104805,Grant Holmes,"Holmes, Grant",Grant Holmes
greingr01,Grayson Greiner,Grayson,Greiner,17062,Grayson Greiner,606988,Grayson Greiner,2166714,Grayson Greiner,greingr01,33693,Grayson Greiner,103812,Grayson Greiner,"Greiner, Grayson",Grayson Greiner
rodrigr01,Grayson Rodriguez,Grayson,Rodriguez,sa3008130,Grayson Rodriguez,680570,Grayson Rodriguez,2942971,Grayson Rodriguez,rodrigr01,41196,Grayson Rodriguez,134746,Grayson Rodriguez,"Rodriguez, Grayson",Grayson Rodriguez
allengr01,Greg Allen,Greg,Allen,16623,Greg Allen,656185,Greg Allen,2171381,Greg Allen,allengr01,34187,Greg Allen,104718,Greg Allen,"Allen, Greg",Greg Allen
hollagr01,Greg Holland,Greg,Holland,7196,Greg Holland,518813,Greg Holland,1758975,Greg Holland,hollagr01,30945,Greg Holland,57708,Greg Holland,"Holland, Greg",Greg Holland
polangr01,Gregory Polanco,Gregory,Polanco,12907,Gregory Polanco,570256,Gregory Polanco,1954592,Gregory Polanco,polangr01,32950,Gregory Polanco,66245,Gregory Polanco,"Polanco, Gregory",Gregory Polanco
santogr01,Gregory Santos,Gregory,Santos,21894,Gregory Santos,666619,Gregory Santos,2825796,Gregory Santos,santogr01,,Gregory Santos,108552,Gregory Santos,"Santos, Gregory",Gregory Santos
sotogr01,Gregory Soto,Gregory,Soto,19677,Gregory Soto,642397,Gregory Soto,2826036,Gregory Soto,sotogr01,39804,Gregory Soto,102921,Gregory Soto,"Soto, Gregory",Gregory Soto
mcgargr01,Griff McGarry,Griff,McGarry,sa3017130,Griff McGarry,676046,Griff McGarry,2837204,Griff McGarry,mcgargr01,,Griff McGarry,128635,Griff McGarry,"McGarry, Griff",Griff McGarry
jaxgr01,Griffin Jax,Griffin,Jax,20253,Griffin Jax,643377,Griffin Jax,3157710,Griffin Jax,jaxgr01,,Griffin Jax,108937,Griffin Jax,"Jax, Griffin",Griffin Jax
heredgu01,Guillermo Heredia,Guillermo,Heredia,18721,Guillermo Heredia,628338,Guillermo Heredia,2221896,Guillermo Heredia,heredgu01,35050,Guillermo Heredia,102267,Guillermo Heredia,"Heredia, Guillermo",Guillermo Heredia
hendegu01,Gunnar Henderson,Gunnar,Henderson,26289,Gunnar Henderson,683002,Gunnar Henderson,3152104,Gunnar Henderson,hendegu01,,Gunnar Henderson,123218,Gunnar Henderson,"Henderson, Gunnar",Gunnar Henderson
varlagu01,Gus Varland,Gus,Varland,sa3007779,Gus Varland,681402,Gus Varland,2933158,Gus Varland,varlagu01,,Gus Varland,139720,Gus Varland,"Varland, Gus",Gus Varland
kimha01,Ha-Seong Kim,Ha-Seong,Kim,27506,Ha-seong Kim,673490,Ha-seong Kim,26608279,Ha-seong Kim,kimha01,,,125523,Ha-Seong Kim,"Kim, Ha-Seong",Ha-seong Kim
robleha01,Hansel Robles,Hansel,Robles,11801,Hansel Robles,570663,Hansel Robles,2027450,Hansel Robles,robleha01,32666,Hansel Robles,66336,Hansel Robles,"Robles, Hansel",Hansel Robles
alberha01,Hanser Alberto,Hanser,Alberto,11902,Hanser Alberto,593643,Hanser Alberto,2044664,Hanser Alberto,alberha01,32839,Hanser Alberto,67418,Hanser Alberto,"Alberto, Hanser",Hanser Alberto
castrha01,Harold Castro,Harold,Castro,14691,Harold Castro,605612,Harold Castro,2170086,Harold Castro,castrha01,32521,Harold Castro,69095,Harold Castro,"Castro, Harold",Harold Castro
ramirha02,Harold Ramirez,Harold,Ramirez,14387,Harold Ramirez,623912,Harold Ramirez,2117133,Harold Ramirez,ramirha02,33259,Harold Ramirez,101514,Harold Ramirez,"Ramirez, Harold",Harold Ramirez
baderha01,Harrison Bader,Harrison,Bader,18030,Harrison Bader,664056,Harrison Bader,2211761,Harrison Bader,baderha01,35062,Harrison Bader,105531,Harrison Bader,"Bader, Harrison",Harrison Bader
wesneha01,Hayden Wesneski,Hayden,Wesneski,27581,Hayden Wesneski,669713,Hayden Wesneski,26911738,Hayden Wesneski,wesneha01,,Hayden Wesneski,140615,Hayden Wesneski,"Wesneski, Hayden",Hayden Wesneski
hembrhe01,Heath Hembree,Heath,Hembree,11632,Heath Hembree,592390,Heath Hembree,1937568,Heath Hembree,hembrhe01,31840,Heath Hembree,67011,Heath Hembree,"Hembree, Heath",Heath Hembree
nerishe01,Hector Neris,Hector,Neris,11804,Hector Neris,593576,Hector Neris,1960527,Hector Neris,nerishe01,32377,Hector Neris,67355,Hector Neris,"Neris, Hector",Hector Neris
ramoshe01,Heliot Ramos,Heliot,Ramos,22515,Heliot Ramos,671218,Heliot Ramos,2835071,Heliot Ramos,ramoshe02,39642,Heliot Ramos,110621,Heliot Ramos,"Ramos, Heliot",Heliot Ramos
sawamhi01,Hirokazu Sawamura,Hirokazu,Sawamura,27515,Hirokazu Sawamura,617228,Hirokazu Sawamura,26624172,Hirokazu Sawamura,sawamhi01,2952621,Hirokazu Sawamura,102101,Hirokazu Sawamura,"Sawamura, Hirokazu",Hirokazu Sawamura
parkho01,Hoy Park,Hoy,Park,18027,Hoy Park,660829,Hoy Park,2211767,Hoy Jun Park,parkho01,,Hoy Park,106618,Hoy Park,"Park, Hoy",Hoy Park
ynoahu01,Huascar Ynoa,Huascar,Ynoa,20468,Huascar Ynoa,660623,Huascar Ynoa,3054661,Huascar Ynoa,ynoahu01,39679,Huascar Ynoa,107151,Huascar Ynoa,"Ynoa, Huascar",Huascar Ynoa
castehu01,Humberto Castellanos,Humberto,Castellanos,21183,Humberto Castellanos,528748,Humberto Castellanos,2821884,Humberto Castellanos,castehu01,,Humberto Castellanos,107597,Humberto Castellanos,"Castellanos, Humberto",Humberto Castellanos
brownhu01,Hunter Brown,Hunter,Brown,25880,Hunter Brown,686613,Hunter Brown,26615407,Hunter Brown,brownhu01,,Hunter Brown,143774,Hunter Brown,"Brown, Hunter",Hunter Brown
doziehu01,Hunter Dozier,Hunter,Dozier,15117,Hunter Dozier,641531,Hunter Dozier,2066295,Hunter Dozier,doziehu01,33233,Hunter Dozier,102574,Hunter Dozier,"Dozier, Hunter",Hunter Dozier
gaddihu01,Hunter Gaddis,Hunter,Gaddis,25636,Hunter Gaddis,683769,Hunter Gaddis,28921922,Hunter Gaddis,gaddihu01,,Hunter Gaddis,142386,Hunter Gaddis,"Gaddis, Hunter",Hunter Gaddis
greenhu01,Hunter Greene,Hunter,Greene,22182,Hunter Greene,668881,Hunter Greene,2835054,Hunter Greene,greenhu01,39635,Hunter Greene,111200,Hunter Greene,"Greene, Hunter",Hunter Greene
harvehu01,Hunter Harvey,Hunter,Harvey,15507,Hunter Harvey,640451,Hunter Harvey,2066703,Hunter Harvey,harvehu01,33191,Hunter Harvey,101993,Hunter Harvey,"Harvey, Hunter",Hunter Harvey
renfrhu01,Hunter Renfroe,Hunter,Renfroe,15464,Hunter Renfroe,592669,Hunter Renfroe,2069467,Hunter Renfroe,renfrhu01,33205,Hunter Renfroe,68660,Hunter Renfroe,"Renfroe, Hunter",Hunter Renfroe
strichu01,Hunter Strickland,Hunter,Strickland,7836,Hunter Strickland,519326,Hunter Strickland,2027413,Hunter Strickland,strichu01,32589,Hunter Strickland,57557,Hunter Strickland,"Strickland, Hunter",Hunter Strickland
ryuhy01,Hyun-Jin Ryu,Hyun-Jin,Ryu,14444,Hyun Jin Ryu,547943,Hyun-Jin Ryu,2029433,Hyun-Jin Ryu,ryuhy01,32582,Hyun-Jin Ryu,60787,Hyun Jin Ryu,"Ryu, Hyun-Jin",Hyun Jin Ryu
anderia01,Ian Anderson,Ian,Anderson,19951,Ian Anderson,666120,Ian Anderson,2250590,Ian Anderson,anderia01,40916,Ian Anderson,108822,Ian Anderson,"Anderson, Ian",Ian Anderson
happia01,Ian Happ,Ian,Happ,17919,Ian Happ,664023,Ian Happ,2184356,Ian Happ,happia01,34945,Ian Happ,105437,Ian Happ,"Happ, Ian",Ian Happ
kenneia01,Ian Kennedy,Ian,Kennedy,6986,Ian Kennedy,453178,Ian Kennedy,1262690,Ian Kennedy,kenneia01,28864,Ian Kennedy,52572,Ian Kennedy,"Kennedy, Ian",Ian Kennedy
vargail01,Ildemaro Vargas,Ildemaro,Vargas,13324,Ildemaro Vargas,545121,Ildemaro Vargas,2050861,Ildemaro Vargas,vargail01,32985,Ildemaro Vargas,60095,Ildemaro Vargas,"Vargas, Ildemaro",Ildemaro Vargas
paredis01,Isaac Paredes,Isaac,Paredes,20036,Isaac Paredes,670623,Isaac Paredes,2910610,Isaac Paredes,paredis01,39706,Isaac Paredes,108350,Isaac Paredes,"Paredes, Isaac",Isaac Paredes
kineris01,Isiah Kiner-Falefa,Isiah,Kiner-Falefa,16512,Isiah Kiner-Falefa,643396,Isiah Kiner-Falefa,2122086,Isiah Kiner-Falefa,kineris01,33572,Isiah Kiner-Falefa,103420,Isiah Kiner-Falefa,"Kiner-Falefa, Isiah",Isiah Kiner-Falefa
herreiv01,Ivan Herrera,Ivan,Herrera,20599,Ivan Herrera,671056,Ivan Herrera,2829355,Ivan Herrera,herreiv01,,Ivan Herrera,110017,Ivan Herrera,"Herrera, Ivan",Ivan Herrera
wendejb01,J.B. Wendelken,J.B.,Wendelken,14506,J.B. Wendelken,605525,J.B. Wendelken,2119336,J.B. Wendelken,wendejb01,34853,J.B. Wendelken,100243,J.B. Wendelken,"Wendelken, J.B.",J.B. Wendelken
mejiaje02,J.C. Mejia,J.C.,Mejia,20617,J.C. Mejia,650496,J.C. Mejia,2824335,Jean-Carlos Mejia,mejiaje02,,J.C. Mejia,104211,J.C. Mejia,"Mejia, J.C.",J.C. Mejia
davisjd01,J.D. Davis,J.D.,Davis,16219,J.D. Davis,605204,J.D. Davis,2167497,J.D. Davis,davisjd01,33796,J.D. Davis,70799,J.D. Davis,"Davis, J.D.",J.D. Davis
martijd02,J.D. Martinez,J.D.,Martinez,6184,J.D. Martinez,502110,J.D. Martinez,1795780,J.D. Martinez,martijd02,31065,J.D. Martinez,59275,J.D. Martinez,"Martinez, J.D.",J.D. Martinez
bledajj01,J.J. Bleday,J.J.,Bleday,26368,JJ Bleday,668709,JJ Bleday,3117536,J.J. Bleday,bledajj01,42410,JJ Bleday,113823,J.J. Bleday,"Bleday, J.J.",J.J. Bleday
matijjj01,J.J. Matijevic,J.J.,Matijevic,20165,J.J. Matijevic,656695,J.J. Matijevic,2837181,J.J. Matijevic,matijjj01,,J.J. Matijevic,110279,J.J. Matijevic,"Matijevic, J.J.",J.J. Matijevic
crawfjp01,J.P. Crawford,J.P.,Crawford,15491,J.P. Crawford,641487,J.P. Crawford,2066300,J.P. Crawford,crawfjp01,33210,J.P. Crawford,102559,J.P. Crawford,"Crawford, J.P.",J.P. Crawford
feyerjo01,J.P. Feyereisen,J.P.,Feyereisen,16610,J.P. Feyereisen,656420,J.P. Feyereisen,2693899,J.P. Feyereisen,feyerjo01,36011,J.P. Feyereisen,104777,J.P. Feyereisen,"Feyereisen, J.P.",J.P. Feyereisen
chargjt01,J.T. Chargois,J.T.,Chargois,13767,JT Chargois,608638,J.T. Chargois,2210203,JT Chargois,chargjt01,34854,J.T. Chargois,100288,J.T. Chargois,"Chargois, J.T.",J.T. Chargois
realmjt01,J.T. Realmuto,J.T.,Realmuto,11739,J.T. Realmuto,592663,J.T. Realmuto,1947839,J.T. Realmuto,realmjt01,32177,J.T. Realmuto,67084,J.T. Realmuto,"Realmuto, J.T.",J.T. Realmuto
riddljt01,J.T. Riddle,J.T.,Riddle,17642,J.T. Riddle,595375,J.T. Riddle,2121291,JT Riddle,riddljt01,33526,JT Riddle,68945,JT Riddle,"Riddle, J.T.",J.T. Riddle
peterja01,Jace Peterson,Jace,Peterson,12325,Jace Peterson,607054,Jace Peterson,1959186,Jace Peterson,peterja01,32323,Jace Peterson,69854,Jace Peterson,"Peterson, Jace",Jace Peterson
flaheja01,Jack Flaherty,Jack,Flaherty,17479,Jack Flaherty,656427,Jack Flaherty,2135266,Jack Flaherty,flaheja01,33837,Jack Flaherty,104779,Jack Flaherty,"Flaherty, Jack",Jack Flaherty
leiteja01,Jack Leiter,Jack,Leiter,sa3018053,Jack Leiter,683004,Jack Leiter,26719545,Jack Leiter,leiteja01,,Jack Leiter,126483,Jack Leiter,"Leiter, Jack",Jack Leiter
mayfija01,Jack Mayfield,Jack,Mayfield,15402,Jack Mayfield,608686,Jack Mayfield,2731201,Jack Mayfield,mayfija01,36418,Jack Mayfield,102080,Jack Mayfield,"Mayfield, Jack",Jack Mayfield
suwinja01,Jack Suwinski,Jack,Suwinski,22244,Jack Suwinski,669261,Jack Suwinski,2760036,Jack Suwinski,suwinja01,,Jack Suwinski,109083,Jack Suwinski,"Suwinski, Jack",Jack Suwinski
bradlja02,Jackie Bradley Jr.,Jackie,Bradley Jr.,12984,Jackie Bradley Jr.,598265,Jackie Bradley Jr.,1960252,Jackie Bradley Jr.,bradlja02,32362,Jackie Bradley Jr.,68302,Jackie Bradley Jr.,"Bradley Jr., Jackie",Jackie Bradley Jr.
kowarja01,Jackson Kowar,Jackson,Kowar,21549,Jackson Kowar,663804,Jackson Kowar,2931981,Jackson Kowar,kowarja01,41184,Jackson Kowar,125864,Jackson Kowar,"Kowar, Jackson",Jackson Kowar
stephja01,Jackson Stephens,Jackson,Stephens,14420,Jackson Stephens,623451,Jackson Stephens,2044106,Jackson Stephens,stephja01,32736,Jackson Stephens,101446,Jackson Stephens,"Stephens, Jackson",Jackson Stephens
tetreja01,Jackson Tetreault,Jackson,Tetreault,20565,Jackson Tetreault,676194,Jackson Tetreault,2837596,Jackson Tetreault,tetreja01,,Jackson Tetreault,,Jackson Tetreault,"Tetreault, Jackson",Jackson Tetreault
barneja01,Jacob Barnes,Jacob,Barnes,12323,Jacob Barnes,606930,Jacob Barnes,2210103,Jacob Barnes,barneja01,34868,Jacob Barnes,69837,Jacob Barnes,"Barnes, Jacob",Jacob Barnes
birdja01,Jacob Bird,Jacob,Bird,21267,Jake Bird,656234,Jake Bird,28838541,Jacob Bird,birdja01,,,,,"Bird, Jacob",
degroja01,Jacob deGrom,Jacob,deGrom,10954,Jacob deGrom,594798,Jacob deGrom,2044508,Jacob deGrom,degroja01,32796,Jacob deGrom,67740,Jacob DeGrom,"deGrom, Jacob",Jacob deGrom
lambja01,Jacob Lamb,Jacob,Lamb,13329,Jake Lamb,571875,Jake Lamb,2044246,Jake Lamb,lambja01,32742,Jake Lamb,99963,Jake Lamb,"Lamb, Jacob",Jake Lamb
nottija01,Jacob Nottingham,Jacob,Nottingham,16448,Jacob Nottingham,641924,Jacob Nottingham,2211174,Jacob Nottingham,nottija01,34931,Jacob Nottingham,102700,Jacob Nottingham,"Nottingham, Jacob",Jacob Nottingham
stallja01,Jacob Stallings,Jacob,Stallings,13723,Jacob Stallings,607732,Jacob Stallings,2119598,Jacob Stallings,stallja01,34089,Jacob Stallings,71213,Jacob Stallings,"Stallings, Jacob",Jacob Stallings
jonesja07,JaCoby Jones,JaCoby,Jones,14818,JaCoby Jones,592444,JaCoby Jones,2211195,JaCoby Jones,jonesja07,34906,JaCoby Jones,68600,JaCoby Jones,"Jones, JaCoby",JaCoby Jones
jonesja08,Jahmai Jones,Jahmai,Jones,18872,Jahmai Jones,663330,Jahmai Jones,2211211,Jahmai Jones,jonesja08,34958,Jahmai Jones,106217,Jahmai Jones,"Jones, Jahmai",Jahmai Jones
barrija01,Jaime Barria,Jaime,Barria,18356,Jaime Barria,642545,Jaime Barria,2898209,Jaime Barria,barrija01,34956,Jaime Barria,103054,Jaime Barria,"Barria, Jaime",Jaime Barria
diazja01,Jairo Diaz,Jairo,Diaz,12774,Jairo Diaz,545064,Jairo Diaz,2050878,Jairo Diaz,diazja01,32986,Jairo Diaz,60094,Jairo Diaz,"Diaz, Jairo",Jairo Diaz
aluja01,Jake Alu,Jake,Alu,sa3010009,Jake Alu,666906,Jake Alu,28841679,Jake Alu,aluja01,,Jake Alu,111855,Jake Alu,"Alu, Jake",Jake Alu
bauerja01,Jake Bauers,Jake,Bauers,15194,Jake Bauers,641343,Jake Bauers,2165918,Jake Bauers,bauerja01,35013,Jake Bauers,102514,Jake Bauers,"Bauers, Jake",Jake Bauers
brentja01,Jake Brentz,Jake,Brentz,17783,Jake Brentz,641394,Jake Brentz,3152741,Jacob Brentz,brentja01,,Jake Brentz,102532,Jake Brentz,"Brentz, Jake",Jake Brentz
burgeja01,Jake Burger,Jake,Burger,22275,Jake Burger,669394,Jake Burger,2835063,Jake Burger,burgeja01,39882,Jake Burger,109519,Jake Burger,"Burger, Jake",Jake Burger
caveja01,Jake Cave,Jake,Cave,14477,Jake Cave,595909,Jake Cave,2120354,Jake Cave,caveja01,33417,Jake Cave,70390,Jake Cave,"Cave, Jake",Jake Cave
cousija01,Jake Cousins,Jake,Cousins,21620,Jake Cousins,664776,Jake Cousins,2836753,Jake Cousins,cousija01,,Jake Cousins,109645,Jake Cousins,"Cousins, Jake",Jake Cousins
croneja01,Jake Cronenworth,Jake,Cronenworth,18036,Jake Cronenworth,630105,Jake Cronenworth,2447496,Jake Cronenworth,croneja01,36364,Jake Cronenworth,105791,Jake Cronenworth,"Cronenworth, Jake",Jake Cronenworth
diekmja01,Jake Diekman,Jake,Diekman,5003,Jake Diekman,518617,Jake Diekman,1915025,Jake Diekman,diekmja01,32178,Jake Diekman,55842,Jake Diekman,"Diekman, Jake",Jake Diekman
ederja01,Jake Eder,Jake,Eder,sa3014917,Jake Eder,671109,Jake Eder,26615423,Jake Eder,ederja01,,Jake Eder,119133,Jake Eder,"Eder, Jake",Jake Eder
fraleja01,Jake Fraley,Jake,Fraley,19260,Jake Fraley,641584,Jake Fraley,2782922,Jake Fraley,fraleja01,37974,Jake Fraley,107811,Jake Fraley,"Fraley, Jake",Jake Fraley
marisja01,Jake Marisnick,Jake,Marisnick,11339,Jake Marisnick,545350,Jake Marisnick,1804287,Jake Marisnick,marisja01,31195,Jake Marisnick,66006,Jake Marisnick,"Marisnick, Jake",Jake Marisnick
mccarja02,Jake McCarthy,Jake,McCarthy,21622,Jake McCarthy,664983,Jake McCarthy,2931995,Jake McCarthy,mccarja02,,Jake McCarthy,128477,Jake McCarthy,"McCarthy, Jake",Jake McCarthy
mcgeeja01,Jake McGee,Jake,McGee,7550,Jake McGee,459429,Jake McGee,1262693,Jake McGee,mcgeeja01,28959,Jake McGee,48219,Jake McGee,"McGee, Jake",Jake McGee
meyerja01,Jake Meyers,Jake,Meyers,20308,Jake Meyers,676694,Jake Meyers,2837229,Jake Meyers,meyerja02,,Jake Meyers,110358,Jake Meyers,"Meyers, Jake",Jake Meyers
odorija01,Jake Odorizzi,Jake,Odorizzi,6397,Jake Odorizzi,543606,Jake Odorizzi,1757975,Jake Odorizzi,odorija01,31654,Jake Odorizzi,58507,Jake Odorizzi,"Odorizzi, Jake",Jake Odorizzi
woodfja01,Jake Woodford,Jake,Woodford,18674,Jake Woodford,663765,Jake Woodford,2453423,Jake Woodford,woodfja01,,Jake Woodford,107143,Jake Woodford,"Woodford, Jake",Jake Woodford
junisja01,Jakob Junis,Jakob,Junis,13619,Jakob Junis,596001,Jake Junis,2443874,Jake Junis,junisja01,36056,Jake Junis,71017,Jakob Junis,"Junis, Jakob",Jakob Junis
beeksja02,Jalen Beeks,Jalen,Beeks,17192,Jalen Beeks,656222,Jalen Beeks,2743312,Jalen Beeks,beeksja02,36723,Jalen Beeks,105394,Jalen Beeks,"Beeks, Jalen",Jalen Beeks
kaprija01,James Kaprielian,James,Kaprielian,18331,James Kaprielian,621076,James Kaprielian,2184452,James Kaprielian,kaprija01,34927,James Kaprielian,107171,James Kaprielian,"Kaprielian, James",James Kaprielian
karinja01,James Karinchak,James,Karinchak,20151,James Karinchak,675916,James Karinchak,2837062,James Karinchak,karinja01,40715,James Karinchak,110111,James Karinchak,"Karinchak, James",James Karinchak
mccanja01,James McCann,James,McCann,12859,James McCann,543510,James McCann,1935464,James McCann,mccanja02,32046,James McCann,70317,James McCann,"McCann, James",James McCann
outmaja01,James Outman,James,Outman,24770,James Outman,681546,James Outman,2932989,James Outman,outmaja01,,James Outman,131575,James Outman,"Outman, James",James Outman
